"No.","Time","Source","Destination","Protocol","Length","Info"
"5742","435.656687","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=382/32257, ttl=128 (reply in 5744)"
"5744","435.699623","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=382/32257, ttl=53 (request in 5742)"
"5751","436.671936","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=383/32513, ttl=128 (reply in 5752)"
"5752","436.710596","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=383/32513, ttl=53 (request in 5751)"
"5763","437.687068","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=384/32769, ttl=128 (reply in 5764)"
"5764","437.752884","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=384/32769, ttl=53 (request in 5763)"
"5772","438.704860","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=385/33025, ttl=128 (reply in 5774)"
"5774","438.756034","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=385/33025, ttl=53 (request in 5772)"
"5782","439.715997","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=386/33281, ttl=128 (reply in 5783)"
"5783","439.755094","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=386/33281, ttl=53 (request in 5782)"
"5787","440.739408","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=387/33537, ttl=128 (reply in 5788)"
"5788","440.793702","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=387/33537, ttl=53 (request in 5787)"
"5867","441.755884","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=388/33793, ttl=128 (reply in 5868)"
"5868","441.792552","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=388/33793, ttl=53 (request in 5867)"
"5910","442.771237","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=389/34049, ttl=128 (reply in 5913)"
"5913","442.832678","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=389/34049, ttl=53 (request in 5910)"
"5953","443.789542","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=390/34305, ttl=128 (reply in 5954)"
"5954","443.832930","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=390/34305, ttl=53 (request in 5953)"
"5985","444.806209","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=391/34561, ttl=128 (reply in 5986)"
"5986","444.873982","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=391/34561, ttl=53 (request in 5985)"
"5988","445.828802","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=392/34817, ttl=128 (reply in 5989)"
"5989","445.874303","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=392/34817, ttl=53 (request in 5988)"
"5991","446.850018","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=393/35073, ttl=128 (reply in 5992)"
"5992","446.877853","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=393/35073, ttl=53 (request in 5991)"
"5993","447.865254","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=394/35329, ttl=128 (reply in 5994)"
"5994","447.912782","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=394/35329, ttl=53 (request in 5993)"
"5995","448.883790","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=395/35585, ttl=128 (reply in 5996)"
"5996","448.913041","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=395/35585, ttl=53 (request in 5995)"
"5999","449.888361","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=396/35841, ttl=128 (reply in 6000)"
"6000","449.918214","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=396/35841, ttl=53 (request in 5999)"
"6001","450.900068","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=397/36097, ttl=128 (reply in 6002)"
"6002","450.952698","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=397/36097, ttl=53 (request in 6001)"
"6012","451.916460","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=398/36353, ttl=128 (reply in 6013)"
"6013","451.960826","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=398/36353, ttl=53 (request in 6012)"
"6016","452.936380","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=399/36609, ttl=128 (reply in 6017)"
"6017","452.961062","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=399/36609, ttl=53 (request in 6016)"
"6018","453.951353","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=400/36865, ttl=128 (reply in 6020)"
"6020","453.993759","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=400/36865, ttl=53 (request in 6018)"
"6025","454.967561","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=401/37121, ttl=128 (reply in 6026)"
"6026","455.032879","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=401/37121, ttl=53 (request in 6025)"
"6027","455.979947","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=402/37377, ttl=128 (reply in 6028)"
"6028","456.034024","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=402/37377, ttl=53 (request in 6027)"
"6029","456.991464","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=403/37633, ttl=128 (reply in 6030)"
"6030","457.034202","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=403/37633, ttl=53 (request in 6029)"
"6031","457.999119","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=404/37889, ttl=128 (reply in 6032)"
"6032","458.032942","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=404/37889, ttl=53 (request in 6031)"
"6113","459.016728","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=405/38145, ttl=128 (reply in 6115)"
"6115","459.043632","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=405/38145, ttl=53 (request in 6113)"
"6124","460.033665","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=406/38401, ttl=128 (reply in 6126)"
"6126","460.074320","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=406/38401, ttl=53 (request in 6124)"
"6134","461.064742","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=407/38657, ttl=128 (reply in 6135)"
"6135","461.116716","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=407/38657, ttl=53 (request in 6134)"
"6142","462.113218","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=408/38913, ttl=128 (reply in 6143)"
"6143","462.153025","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=408/38913, ttl=53 (request in 6142)"
"6146","463.129198","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=409/39169, ttl=128 (reply in 6147)"
"6147","463.158707","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=409/39169, ttl=53 (request in 6146)"
"6157","464.145577","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=410/39425, ttl=128 (reply in 6158)"
"6158","464.173901","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=410/39425, ttl=53 (request in 6157)"
"6162","465.166228","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=411/39681, ttl=128 (reply in 6164)"
"6164","465.194988","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=411/39681, ttl=53 (request in 6162)"
"6166","466.181927","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=412/39937, ttl=128 (reply in 6167)"
"6167","466.234107","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=412/39937, ttl=53 (request in 6166)"
"6168","467.195468","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=413/40193, ttl=128 (reply in 6169)"
"6169","467.239703","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=413/40193, ttl=53 (request in 6168)"
"6172","468.208655","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=414/40449, ttl=128 (reply in 6173)"
"6173","468.240941","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=414/40449, ttl=53 (request in 6172)"
"6179","469.230960","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=415/40705, ttl=128 (reply in 6180)"
"6180","469.276322","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=415/40705, ttl=53 (request in 6179)"
"6181","470.243104","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=416/40961, ttl=128 (reply in 6182)"
"6182","470.273673","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=416/40961, ttl=53 (request in 6181)"
"6212","471.266320","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=417/41217, ttl=128 (reply in 6216)"
"6216","471.293484","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=417/41217, ttl=53 (request in 6212)"
"6264","472.274500","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=418/41473, ttl=128 (reply in 6265)"
"6265","472.318599","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=418/41473, ttl=53 (request in 6264)"
"6371","473.282671","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=419/41729, ttl=128 (reply in 6373)"
"6373","473.323356","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=419/41729, ttl=53 (request in 6371)"
"6492","474.305303","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=420/41985, ttl=128 (reply in 6541)"
"6541","474.350830","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=420/41985, ttl=53 (request in 6492)"
"6749","475.325068","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=421/42241, ttl=128 (reply in 6752)"
"6752","475.355251","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=421/42241, ttl=53 (request in 6749)"
"6755","476.346249","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=422/42497, ttl=128 (reply in 6756)"
"6756","476.393839","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=422/42497, ttl=53 (request in 6755)"
"6757","477.369720","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=423/42753, ttl=128 (reply in 6758)"
"6758","477.433657","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=423/42753, ttl=53 (request in 6757)"
"6761","478.411517","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=424/43009, ttl=128 (reply in 6762)"
"6762","478.439985","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=424/43009, ttl=53 (request in 6761)"
"6767","479.425521","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=425/43265, ttl=128 (reply in 6769)"
"6769","479.473165","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=425/43265, ttl=53 (request in 6767)"
"6781","480.475209","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=426/43521, ttl=128 (reply in 6783)"
"6783","480.513688","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=426/43521, ttl=53 (request in 6781)"
"6812","481.491464","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=427/43777, ttl=128 (reply in 6813)"
"6813","481.518998","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=427/43777, ttl=53 (request in 6812)"
"6816","482.508522","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=428/44033, ttl=128 (reply in 6817)"
"6817","482.554225","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=428/44033, ttl=53 (request in 6816)"
"6818","483.529311","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=429/44289, ttl=128 (reply in 6819)"
"6819","483.572333","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=429/44289, ttl=53 (request in 6818)"
"6829","484.547580","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=430/44545, ttl=128 (reply in 6830)"
"6830","484.594221","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=430/44545, ttl=53 (request in 6829)"
"6835","485.561961","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=431/44801, ttl=128 (reply in 6836)"
"6836","485.596085","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=431/44801, ttl=53 (request in 6835)"
"6837","486.580920","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=432/45057, ttl=128 (reply in 6838)"
"6838","486.636987","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=432/45057, ttl=53 (request in 6837)"
"6841","487.599298","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=433/45313, ttl=128 (reply in 6842)"
"6842","487.635132","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=433/45313, ttl=53 (request in 6841)"
"6843","488.614753","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=434/45569, ttl=128 (reply in 6844)"
"6844","488.674689","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=434/45569, ttl=53 (request in 6843)"
"6845","489.634100","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=435/45825, ttl=128 (reply in 6846)"
"6846","489.696851","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=435/45825, ttl=53 (request in 6845)"
"6847","490.651279","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=436/46081, ttl=128 (reply in 6848)"
"6848","490.713868","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=436/46081, ttl=53 (request in 6847)"
"6849","491.666749","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=437/46337, ttl=128 (reply in 6852)"
"6852","491.713455","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=437/46337, ttl=53 (request in 6849)"
"6854","492.674922","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=438/46593, ttl=128 (reply in 6855)"
"6855","492.715058","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=438/46593, ttl=53 (request in 6854)"
"6859","493.694072","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=439/46849, ttl=128 (reply in 6860)"
"6860","493.720585","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=439/46849, ttl=53 (request in 6859)"
"6864","494.706009","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=440/47105, ttl=128 (reply in 6865)"
"6865","494.754101","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=440/47105, ttl=53 (request in 6864)"
"6866","495.724376","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=441/47361, ttl=128 (reply in 6867)"
"6867","495.757582","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=441/47361, ttl=53 (request in 6866)"
"6868","496.738676","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=442/47617, ttl=128 (reply in 6869)"
"6869","496.795100","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=442/47617, ttl=53 (request in 6868)"
"6870","497.752911","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=443/47873, ttl=128 (reply in 6871)"
"6871","497.798594","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=443/47873, ttl=53 (request in 6870)"
"6872","498.786518","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=444/48129, ttl=128 (reply in 6873)"
"6873","498.836356","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=444/48129, ttl=53 (request in 6872)"
"6880","499.865608","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=445/48385, ttl=128 (reply in 6882)"
"6882","499.914749","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=445/48385, ttl=53 (request in 6880)"
"6891","500.959084","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=446/48641, ttl=128 (reply in 6892)"
"6892","500.994720","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=446/48641, ttl=53 (request in 6891)"
"6897","501.976265","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=447/48897, ttl=128 (reply in 6898)"
"6898","502.041411","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=447/48897, ttl=53 (request in 6897)"
"6901","502.992445","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=448/49153, ttl=128 (reply in 6902)"
"6902","503.035912","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=448/49153, ttl=53 (request in 6901)"
"6908","504.007587","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=449/49409, ttl=128 (reply in 6909)"
"6909","504.034331","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=449/49409, ttl=53 (request in 6908)"
"6913","505.023500","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=450/49665, ttl=128 (reply in 6914)"
"6914","505.056962","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=450/49665, ttl=53 (request in 6913)"
"6915","506.038004","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=451/49921, ttl=128 (reply in 6916)"
"6916","506.073759","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=451/49921, ttl=53 (request in 6915)"
"6917","507.058977","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=452/50177, ttl=128 (reply in 6918)"
"6918","507.084436","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=452/50177, ttl=53 (request in 6917)"
"6923","508.080201","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=453/50433, ttl=128 (reply in 6924)"
"6924","508.115809","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=453/50433, ttl=53 (request in 6923)"
"6927","509.097332","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=454/50689, ttl=128 (reply in 6928)"
"6928","509.154127","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=454/50689, ttl=53 (request in 6927)"
"6929","510.117842","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=455/50945, ttl=128 (reply in 6930)"
"6930","510.154122","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=455/50945, ttl=53 (request in 6929)"
"6934","511.128164","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=456/51201, ttl=128 (reply in 6935)"
"6935","511.156528","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=456/51201, ttl=53 (request in 6934)"
"6936","512.142763","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=457/51457, ttl=128 (reply in 6939)"
"6939","512.193840","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=457/51457, ttl=53 (request in 6936)"
"6940","513.148236","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=458/51713, ttl=128 (reply in 6941)"
"6941","513.173489","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=458/51713, ttl=53 (request in 6940)"
"6948","514.159788","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=459/51969, ttl=128 (reply in 6949)"
"6949","514.194107","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=459/51969, ttl=53 (request in 6948)"
"6951","515.179403","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=460/52225, ttl=128 (reply in 6952)"
"6952","515.235629","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=460/52225, ttl=53 (request in 6951)"
"6953","516.198684","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=461/52481, ttl=128 (reply in 6954)"
"6954","516.236157","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=461/52481, ttl=53 (request in 6953)"
"6955","517.276731","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=462/52737, ttl=128 (reply in 6956)"
"6956","517.319446","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=462/52737, ttl=53 (request in 6955)"
"6959","518.355275","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=463/52993, ttl=128 (reply in 6960)"
"6960","518.394885","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=463/52993, ttl=53 (request in 6959)"
"6961","519.448079","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=464/53249, ttl=128 (reply in 6962)"
"6962","519.516238","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=464/53249, ttl=53 (request in 6961)"
"7048","520.513549","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=465/53505, ttl=128 (reply in 7049)"
"7049","520.557284","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=465/53505, ttl=53 (request in 7048)"
"7058","521.526775","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=466/53761, ttl=128 (reply in 7059)"
"7059","521.555369","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=466/53761, ttl=53 (request in 7058)"
"7066","522.541059","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=467/54017, ttl=128 (reply in 7067)"
"7067","522.574747","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=467/54017, ttl=53 (request in 7066)"
"7070","523.559266","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=468/54273, ttl=128 (reply in 7071)"
"7071","523.596140","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=468/54273, ttl=53 (request in 7070)"
"7075","524.574009","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=469/54529, ttl=128 (reply in 7076)"
"7076","524.600115","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=469/54529, ttl=53 (request in 7075)"
"7083","525.591687","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=470/54785, ttl=128 (reply in 7084)"
"7084","525.646273","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=470/54785, ttl=53 (request in 7083)"
"7085","526.609915","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=471/55041, ttl=128 (reply in 7086)"
"7086","526.644662","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=471/55041, ttl=53 (request in 7085)"
"7087","527.632012","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=472/55297, ttl=128 (reply in 7088)"
"7088","527.681607","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=472/55297, ttl=53 (request in 7087)"
"7091","528.650734","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=473/55553, ttl=128 (reply in 7092)"
"7092","528.717425","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=473/55553, ttl=53 (request in 7091)"
"7096","529.666051","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=474/55809, ttl=128 (reply in 7097)"
"7097","529.714278","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=474/55809, ttl=53 (request in 7096)"
"7098","530.683627","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=475/56065, ttl=128 (reply in 7099)"
"7099","530.715277","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=475/56065, ttl=53 (request in 7098)"
"7100","531.700857","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=476/56321, ttl=128 (reply in 7101)"
"7101","531.756512","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=476/56321, ttl=53 (request in 7100)"
"7104","532.720484","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=477/56577, ttl=128 (reply in 7105)"
"7105","532.754370","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=477/56577, ttl=53 (request in 7104)"
"7108","533.734813","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=478/56833, ttl=128 (reply in 7109)"
"7109","533.779361","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=478/56833, ttl=53 (request in 7108)"
